5.331719827995952121e-01,-5.851330380882129312e-01,-5.605369183871309335e-01,1.407731809086890107e-01,1.767600953950502651e+00,-5.237555862165358178e+00
-7.877737414669249150e-01,-6.172206584046859706e-02,2.384267916898885897e-01,7.477244989130953090e-02,3.383047645175690787e-01,-1.193082076536255531e+00
2.780766260908426601e-01,1.223965882425485097e+00,-1.430498613546496767e+00,8.544429019132985248e-01,1.506850641345495401e+00,3.957347204892195158e+00
5.233339414939837120e-01,4.153112542083955971e-01,5.833875336475030648e-01,7.594626367186230187e-01,4.126901759709493689e-01,1.507175765495762043e+01
1.167836832306339501e+00,-1.212489777619188747e+00,-2.156705260170913352e+00,-8.986676243464489788e-01,-1.706737753978177397e+00,-2.827521565507360179e+01
-1.545077068031806666e+00,1.007392528112811103e+00,-1.508915699721602666e+00,4.107709530296342337e-01,-6.047334187834971231e-02,-9.312536748918985197e+00
-1.028960485376377187e+00,6.069403305328436860e-01,-1.866450461658680116e+00,-8.733204663870084428e-01,2.955632925553901003e-01,-2.121720972921887594e+01
2.315039502488640821e-01,2.780340796245280299e-01,6.900316861416470049e-01,-9.179760371836178656e-01,-8.518374155702204131e-01,5.682377156781640792e+00
9.075857174176468756e-02,1.162202469931630011e+00,3.217824724627156296e-01,1.341317831567845786e+00,1.416751840191854683e-01,1.934774000290581242e+01
1.737384673419179792e+00,3.757687765477726871e-01,1.478255676560135345e+00,-2.080167189765354863e+00,-4.534275654564056679e-01,1.439623883544986249e+01
-1.789946197833973962e-01,-6.331163950468361445e-01,4.746271678869390387e-01,-4.845630144966920350e-01,3.758844357969429173e-01,-3.901261668211267075e+00
7.480484762878414351e-01,-1.188457655537185076e+00,2.436112346067517420e-01,-2.097240599142756956e+00,-4.486306343379394823e-01,-1.383294368965490406e+01
4.705595926558538422e-01,-1.398578227569829968e+00,5.488828975747972461e-01,-2.475150153196128966e-01,-2.251274755920372461e-01,-3.792423174142160569e+00
3.796918799741331729e-01,-1.156947541579294997e-01,-1.466201011921900998e-01,1.769398540778082562e+00,-3.218783576901805207e-03,9.651853844966751694e+00
-6.664601322404138939e-01,-7.718360108356229210e-01,-2.649606791275773143e-01,1.107282229038845767e+00,-1.348736518331441037e+00,-7.977702650737820811e+00
5.909027517818966624e-01,3.795507100693994856e-02,-9.527240187459702359e-01,-1.201023652945387488e+00,-7.904397890151042272e-02,-1.075762413024397901e+01
7.898933452061684957e-01,2.186177507567268030e+00,-9.266909956254067993e-01,4.018452647280661427e-01,-7.958930423956789291e-01,1.700368553658044135e+01
7.202324881556798619e-01,1.491611663738802163e+00,1.011770374755334018e-01,1.098238133911403125e+00,1.151554060623991571e-01,2.260405368928733338e+01
1.322430763130050702e+00,9.831587303783088094e-01,1.257189963655802600e+00,4.625720413625275529e-01,-9.150332223876149751e-01,2.904845793595430692e+01
