-1.105935076008315310e+00,-1.654515452406569276e+00,-2.363468604780011972e+00,1.135345347900138524e+00,-1.017014136467020657e+00,-3.311198991549319715e+01
6.373618140613244165e-01,-8.599066067340536135e-01,1.772607629365427817e+00,-1.110363054736309252e+00,1.812142666353971365e-01,5.951535465616915488e+00
5.643448655784566448e-01,-5.665102292987445054e-01,7.299755964138445741e-01,3.729937890629156372e-01,5.338109122825626107e-01,7.312685970460903739e+00
-9.197329900587369877e-02,1.913820387569044490e+00,3.307971296528913197e-01,1.141942519379020693e+00,-1.129595159304874530e+00,2.388444270414309756e+01
-8.500523771932261274e-01,9.608200040928818186e-01,-2.174181750846977401e-01,1.585148843530666818e-01,8.734182345420090643e-01,3.639141696974085960e+00
-1.113833706713140692e-01,-1.038038764542816628e+00,-1.009479826775316003e+00,-1.058256561908817561e+00,6.562840787770379825e-01,-2.256411214545599364e+01
-6.249159330061682810e-02,-1.738654294995383820e+00,1.031629964399692762e-01,-6.216668477371247725e-01,2.757180440335954552e-01,-1.769312229999049890e+01
-1.090674886658106191e+00,-6.099852538614055630e-01,3.064123796011233303e-01,1.691826127573165861e+00,-7.479537414725496713e-01,3.534167504684837535e-02
-5.807972232565922210e-01,-1.107539718890013236e-01,2.042028746998981070e+00,4.475206908935202565e-01,6.833842305946875584e-01,1.665924471411413066e+01
2.288597481436674408e-02,8.572342748431032167e-01,1.839305778352360032e-01,-4.161115800058857173e-01,1.250050047875099324e+00,7.464317393848376447e+00
